CustomerName;Age;MaritalStatus;Gender;YearlyIncome;TotalChildren;NumberChildrenAtHome;Education;Occupation;HouseOwnerFlag;NumberCarsOwned;CustomerType;CustomerScore
Sara Richardson;71;S;F;70000,00;3;0;Graduate Degree;Management;1;2;Person;Standard
Trevor Jenkins;71;S;M;70000,00;3;0;Graduate Degree;Management;1;2;Person;Standard
Mya Flores;71;S;F;70000,00;3;0;Graduate Degree;Management;0;2;Person;Standard
Hailey Ward;71;S;F;70000,00;3;0;Graduate Degree;Management;0;2;Person;Standard
Luke Allen;71;M;M;60000,00;3;0;Graduate Degree;Management;1;2;Person;Standard
Victoria Russell;72;S;F;40000,00;3;0;Partial College;Professional;0;2;Person;Poor
Jessica Wilson;72;S;F;40000,00;3;0;Partial College;Professional;0;2;Person;Poor
Jade Bailey;87;M;F;70000,00;4;0;Graduate Degree;Management;0;2;Person;Standard
Morgan Hill;87;M;F;80000,00;4;0;Graduate Degree;Management;1;2;Person;Standard
Terrance Raman;86;M;M;90000,00;5;0;Bachelors;Management;1;2;Person;Standard
Sydney Garcia;86;M;F;90000,00;5;0;Bachelors;Management;1;2;Person;Standard
Jose Patterson;86;S;M;120000,00;2;4;Graduate Degree;Management;1;3;Person;Good
Zachary Anderson;85;M;M;90000,00;5;0;Bachelors;Management;1;2;Person;Standard
Elijah Ross;85;S;M;90000,00;5;0;Bachelors;Management;1;2;Person;Standard
Rafael Xie;85;M;M;130000,00;2;3;Bachelors;Management;1;4;Person;Good
Jaime Moreno;84;M;M;90000,00;5;0;Bachelors;Management;1;2;Person;Standard
Julian Griffin;84;M;M;90000,00;5;0;Bachelors;Management;1;2;Person;Standard
Andy Alvarez;84;S;M;90000,00;5;0;Bachelors;Management;1;2;Person;Standard
Ryan Thompson;84;M;M;110000,00;2;4;Graduate Degree;Management;1;1;Person;Good
Samantha Jenkins;56;M;F;90000,00;4;4;Partial College;Skilled Manual;1;2;Person;Standard
Deanna Ramos;62;S;F;10000,00;1;0;Graduate Degree;Manual;1;0;Person;Poor
Emily Miller;62;M;F;20000,00;1;0;Graduate Degree;Clerical;1;0;Person;Standard
Nicole Brown;63;M;F;10000,00;1;0;Bachelors;Manual;1;0;Person;Poor
Carla Raman;63;M;F;10000,00;1;0;Bachelors;Manual;1;0;Person;Poor
Shaun Raji;62;M;M;20000,00;1;0;Graduate Degree;Clerical;1;0;Person;Standard
Jerome Romero;63;M;M;10000,00;1;0;Bachelors;Manual;1;0;Person;Poor
Frank Navarro;63;M;M;20000,00;1;0;Graduate Degree;Clerical;1;0;Person;Standard
Dennis She;63;S;M;20000,00;1;0;Graduate Degree;Clerical;1;0;Person;Standard
Melody Munoz;88;M;F;10000,00;1;0;Graduate Degree;Clerical;1;0;Person;Poor
Randy Zeng;88;M;M;20000,00;1;0;Graduate Degree;Clerical;1;0;Person;Standard
Marshall Wang;62;M;M;30000,00;5;0;Graduate Degree;Clerical;1;0;Person;Poor
Arthur Carlson;66;M;M;10000,00;1;0;Bachelors;Manual;1;0;Person;Poor
Jessie Jimenez;67;M;F;10000,00;1;0;Partial College;Manual;1;0;Person;Poor
Robin Ramos;67;S;F;10000,00;1;0;Partial College;Manual;1;0;Person;Poor
Deanna Gutierrez;69;S;F;10000,00;2;0;Partial College;Manual;1;1;Person;Poor
Roy Navarro;69;M;M;10000,00;2;0;Partial College;Manual;1;1;Person;Poor
Shawn Rai;69;M;M;10000,00;2;0;Partial College;Manual;1;1;Person;Poor
Mindy Luo;70;M;F;10000,00;2;0;Partial College;Manual;1;1;Person;Poor
Cara Zhou;87;M;F;30000,00;1;0;Graduate Degree;Clerical;1;0;Person;Standard
Anne Ramos;85;S;F;20000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Raymond Rodriguez;84;M;M;10000,00;2;0;Partial College;Manual;1;1;Person;Poor
Carrie Ortega;83;S;F;30000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Deanna Suarez;82;M;F;20000,00;1;0;Partial College;Manual;1;0;Person;Standard
Roberto Gutierrez;82;M;M;40000,00;1;0;Graduate Degree;Clerical;1;0;Person;Standard
Terrence Carson;44;S;M;10000,00;0;0;Partial College;Manual;0;1;Person;Poor
Ramon Ye;45;S;M;10000,00;0;0;Partial College;Manual;0;1;Person;Poor
Cynthia Malhotra;46;S;F;10000,00;0;0;Partial College;Manual;0;1;Person;Poor
Jarrod Prasad;46;S;M;10000,00;0;0;Partial College;Manual;0;1;Person;Poor
Tyrone Serrano;46;S;M;10000,00;0;0;Partial College;Manual;1;1;Person;Poor
Cindy Ramos;47;M;F;10000,00;0;0;High School;Manual;1;2;Person;Poor
Damien Shan;47;M;M;10000,00;0;0;High School;Manual;0;2;Person;Poor
Julian Ross;47;S;M;10000,00;0;0;High School;Manual;0;2;Person;Poor
Jennifer Collins;45;S;F;10000,00;1;1;High School;Manual;0;0;Person;Poor
Brittney Sun;45;S;F;10000,00;1;1;High School;Manual;0;0;Person;Poor
Virginia Patel;45;M;F;20000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Calvin Nara;45;M;M;20000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Edward Miller;46;S;M;10000,00;1;1;High School;Manual;0;0;Person;Poor
Ashlee Tang;46;M;F;20000,00;0;0;Bachelors;Clerical;0;0;Person;Good
Alicia Xu;46;M;F;20000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Lacey Jai;46;M;F;20000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Wendy Romero;46;S;F;20000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Carly Luo;81;M;F;30000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Jimmy Ortega;81;S;M;30000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Francisco Martinez;81;M;M;30000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Lance Vazquez;81;S;M;40000,00;1;0;Graduate Degree;Clerical;1;0;Person;Standard
David Robinett;63;M;M;30000,00;4;0;Graduate Degree;Clerical;1;0;Person;Poor
Shannon Liang;64;S;F;10000,00;1;1;High School;Manual;0;1;Person;Poor
Gary Vazquez;65;M;M;10000,00;1;1;High School;Manual;1;1;Person;Poor
Mitchell Kumar;65;S;M;20000,00;2;0;Partial College;Manual;1;1;Person;Poor
Meredith Raman;65;M;F;20000,00;2;0;Partial College;Manual;1;1;Person;Poor
Edward Patterson;66;M;M;20000,00;2;0;Partial College;Manual;1;1;Person;Poor
Marie Gill;64;M;F;30000,00;3;0;Graduate Degree;Clerical;1;0;Person;Poor
Tiffany Wang;64;M;F;30000,00;3;0;Bachelors;Clerical;1;0;Person;Poor
Miguel Allen;64;S;M;30000,00;3;0;Bachelors;Clerical;1;0;Person;Poor
Jaclyn Cai;64;M;F;30000,00;3;0;Bachelors;Clerical;1;0;Person;Poor
Megan Ramirez;65;S;F;40000,00;3;0;Graduate Degree;Clerical;1;0;Person;Poor
Joseph Martin;65;M;M;40000,00;3;0;Graduate Degree;Clerical;1;0;Person;Poor
Karl Shan;54;S;M;10000,00;1;1;High School;Manual;0;1;Person;Poor
Christine Raji;54;S;F;10000,00;1;1;High School;Manual;0;1;Person;Poor
Lindsay Xie;54;S;F;10000,00;2;2;High School;Manual;1;0;Person;Poor
Willie Zhao;54;S;M;10000,00;2;2;High School;Manual;1;0;Person;Poor
Kurt Pal;55;S;M;10000,00;2;2;High School;Manual;1;0;Person;Poor
George McDonald;55;S;M;10000,00;2;2;High School;Manual;1;0;Person;Poor
Beth Gutierrez;54;S;F;30000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Ian Lopez;55;M;M;10000,00;2;2;High School;Manual;0;1;Person;Poor
Latoya Shan;55;S;F;20000,00;0;0;Partial College;Manual;0;1;Person;Standard
Colin Nath;55;S;M;30000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Brenda Mehta;55;S;F;30000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Franklin Raji;55;S;M;40000,00;0;0;Graduate Degree;Clerical;1;0;Person;Good
Linda Navarro;55;M;F;40000,00;0;0;Graduate Degree;Clerical;1;0;Person;Good
Kelli Cai;55;M;F;40000,00;0;0;Graduate Degree;Clerical;1;0;Person;Good
Nancy Schmidt;55;S;F;40000,00;0;0;Graduate Degree;Clerical;1;0;Person;Good
Megan Taylor;72;S;F;10000,00;3;0;Partial College;Manual;0;2;Person;Poor
Bonnie Goel;72;S;F;10000,00;3;0;Partial College;Manual;0;2;Person;Poor
Latoya Xu;72;M;F;20000,00;2;0;Partial College;Manual;1;1;Person;Poor
Mario She;72;M;M;20000,00;2;0;Partial College;Manual;1;1;Person;Poor
Darren Gill;71;M;M;10000,00;2;1;High School;Manual;0;2;Person;Poor
Jacqueline Hayes;56;S;F;10000,00;2;2;High School;Manual;1;1;Person;Poor
Maurice Goel;56;M;M;20000,00;1;1;Partial College;Manual;1;0;Person;Standard
Devin Ross;70;M;M;80000,00;3;2;Partial College;Professional;0;1;Person;Standard
Sydney Bryant;70;S;F;80000,00;4;2;Partial College;Professional;1;1;Person;Standard
Megan Stewart;70;M;F;80000,00;4;2;Partial College;Professional;0;1;Person;Standard
Ian Richardson;70;S;M;80000,00;4;2;Partial College;Professional;1;1;Person;Standard
Randy She;80;S;M;90000,00;5;0;Partial College;Professional;0;2;Person;Standard
Katrina Becker;79;M;F;60000,00;3;1;Partial High School;Skilled Manual;1;4;Person;Poor
Lacey Zheng;79;M;F;70000,00;5;1;High School;Professional;1;2;Person;Poor
Rafael Hu;79;S;M;90000,00;5;0;Partial College;Professional;0;2;Person;Standard
Kyle Scott;79;M;M;150000,00;3;4;Graduate Degree;Management;1;4;Person;Good
Jordan Turner;78;M;M;100000,00;2;3;Bachelors;Management;1;4;Person;Good
Amy Sun;78;M;F;110000,00;3;4;Bachelors;Management;1;4;Person;Standard
Dustin Deng;78;M;M;170000,00;4;4;Bachelors;Management;1;3;Person;Standard
Jasmine Stewart;70;M;F;80000,00;4;2;Partial College;Professional;0;1;Person;Standard
Pamela Garcia;71;M;F;80000,00;4;2;Partial College;Professional;1;2;Person;Standard
Ariana Gray;70;M;F;90000,00;4;2;High School;Professional;1;2;Person;Standard
Kristopher Mehta;71;M;M;110000,00;3;4;Bachelors;Management;1;4;Person;Standard
Desiree Dominguez;71;M;F;110000,00;2;5;Partial College;Professional;1;2;Person;Good
Deanna Perez;71;S;F;120000,00;2;5;Bachelors;Management;1;2;Person;Good
Marco Lopez;72;M;M;80000,00;4;1;Partial College;Professional;1;2;Person;Standard
Casey Yuan;72;M;F;90000,00;4;1;High School;Professional;1;2;Person;Standard
Bryant Garcia;72;M;M;110000,00;4;5;Partial College;Professional;1;2;Person;Standard
Dominique Prasad;73;M;F;80000,00;4;2;High School;Professional;1;2;Person;Standard
Maurice Shan;73;M;M;80000,00;5;2;High School;Professional;0;2;Person;Poor
Andre Lopez;73;M;M;170000,00;5;5;Partial College;Professional;1;4;Person;Standard
Robin Romero;74;S;F;100000,00;3;4;Partial College;Management;1;4;Person;Standard
Taylor Cox;74;M;F;160000,00;3;5;Partial College;Management;0;4;Person;Good
Alfredo Moreno;75;M;M;90000,00;4;1;High School;Management;1;3;Person;Standard
Jenny Nara;75;M;F;130000,00;4;5;High School;Management;1;4;Person;Standard
Janet Munoz;76;M;F;90000,00;4;1;High School;Management;0;3;Person;Standard
Sergio Weber;77;M;M;80000,00;5;0;Partial High School;Skilled Manual;0;2;Person;Poor
Erika Gomez;77;M;F;90000,00;5;0;Partial High School;Skilled Manual;0;2;Person;Standard
Joseph Harris;77;M;M;90000,00;5;0;Partial High School;Skilled Manual;1;2;Person;Standard
Grace Griffin;48;S;F;60000,00;0;0;Bachelors;Professional;0;4;Person;Poor
Tina Mehta;48;M;F;70000,00;0;0;Bachelors;Professional;1;3;Person;Standard
Kari Kim;50;S;F;70000,00;0;0;Bachelors;Professional;0;3;Person;Standard
Bethany Chander;50;S;F;70000,00;0;0;Bachelors;Professional;0;3;Person;Standard
Jennifer Roberts;50;M;F;70000,00;0;0;Bachelors;Professional;1;4;Person;Standard
Kyle Patterson;49;S;M;80000,00;0;0;Bachelors;Professional;1;3;Person;Good
Alvin Hu;49;M;M;80000,00;0;0;Bachelors;Professional;1;3;Person;Good
Brett Mehta;49;S;M;130000,00;4;5;High School;Management;1;4;Person;Standard
Ruben Muñoz;50;S;M;70000,00;0;0;Bachelors;Professional;0;4;Person;Standard
Erika Rubio;51;S;F;80000,00;0;0;Bachelors;Professional;0;3;Person;Good
Stanley Malhotra;51;S;M;80000,00;0;0;Bachelors;Professional;0;3;Person;Good
Melinda Navarro;50;S;F;80000,00;0;0;Bachelors;Professional;0;3;Person;Good
Ross Sanz;50;M;M;100000,00;0;5;High School;Management;1;2;Person;Good
Jon Gao;50;M;M;120000,00;5;5;Partial High School;Professional;1;4;Person;Standard
Jaime Gutierrez;51;M;F;90000,00;0;0;Bachelors;Professional;1;3;Person;Good
Bianca Liu;51;M;F;100000,00;0;5;High School;Management;1;2;Person;Good
Tasha Deng;52;S;F;80000,00;0;0;Bachelors;Professional;0;3;Person;Good
Melvin Chande;52;S;M;90000,00;0;0;Bachelors;Professional;0;3;Person;Good
Victor Jimenez;52;S;M;90000,00;0;0;Bachelors;Professional;0;3;Person;Good
Laura Lin;52;M;F;110000,00;0;5;High School;Management;1;4;Person;Good
Alisha Beck;52;M;F;110000,00;0;5;High School;Management;0;4;Person;Good
Alejandro Huang;53;M;M;90000,00;0;0;Bachelors;Professional;1;4;Person;Standard
Louis Luo;53;M;M;90000,00;0;0;Bachelors;Professional;0;4;Person;Standard
Grant Tang;53;M;M;150000,00;0;5;Partial High School;Management;1;4;Person;Good
Arturo Zheng;55;M;M;170000,00;1;5;Graduate Degree;Management;1;4;Person;Good
Jaclyn Andersen;49;M;F;40000,00;1;1;Bachelors;Skilled Manual;1;0;Person;Standard
Edwin Raji;51;S;M;10000,00;0;0;Partial High School;Manual;0;2;Person;Poor
Jay Suarez;51;S;M;20000,00;0;0;Partial High School;Manual;0;2;Person;Poor
Latasha Suarez;51;S;F;30000,00;0;0;Partial College;Clerical;1;1;Person;Good
Kenneth Kumar;61;S;M;60000,00;3;2;Bachelors;Professional;1;2;Person;Standard
Grace Henderson;44;S;F;20000,00;0;0;Partial High School;Manual;0;2;Person;Poor
Melvin Xu;44;S;M;20000,00;0;0;Partial High School;Manual;1;2;Person;Poor
Cesar Subram;46;S;M;30000,00;0;0;High School;Manual;0;1;Person;Good
Erika Navarro;50;M;F;40000,00;1;1;Bachelors;Skilled Manual;1;0;Person;Standard
Tristan Hughes;51;S;M;30000,00;0;0;High School;Manual;0;1;Person;Good
Billy Hernandez;51;S;M;30000,00;0;0;High School;Manual;0;1;Person;Good
Darryl Wu;51;M;M;40000,00;1;1;Bachelors;Skilled Manual;1;0;Person;Standard
Colleen Ma;51;M;F;40000,00;1;1;Bachelors;Skilled Manual;1;0;Person;Standard
Erica Hu;51;M;F;40000,00;1;1;Bachelors;Skilled Manual;1;0;Person;Standard
Adrienne Torres;52;S;F;30000,00;0;0;High School;Manual;0;1;Person;Good
Calvin Chande;52;M;M;40000,00;1;1;Bachelors;Skilled Manual;1;1;Person;Standard
Erick Sai;52;S;M;40000,00;2;2;Partial College;Clerical;1;0;Person;Standard
Donald Chandra;52;M;M;40000,00;2;2;Partial College;Clerical;0;0;Person;Standard
Ariana Rogers;53;S;F;10000,00;0;0;Partial High School;Manual;1;2;Person;Poor
Morgan Jones;53;S;F;10000,00;0;0;Partial High School;Manual;0;2;Person;Poor
Jermaine Lopez;53;S;M;20000,00;0;0;Partial High School;Manual;1;2;Person;Poor
Deborah Goel;53;S;F;20000,00;0;0;Partial High School;Manual;0;2;Person;Poor
Danny Rubio;53;S;M;20000,00;0;0;Partial High School;Manual;0;2;Person;Poor
Andre Perez;53;M;M;20000,00;0;0;Partial High School;Manual;0;2;Person;Poor
Terrence Chander;53;S;M;30000,00;0;0;High School;Manual;0;1;Person;Good
Dawn Wu;54;S;F;40000,00;2;2;Partial College;Clerical;1;0;Person;Standard
Jimmy Gutierrez;54;S;M;40000,00;2;2;Partial College;Clerical;1;0;Person;Standard
Francis Jimenez;53;S;M;40000,00;2;2;Partial College;Clerical;1;1;Person;Standard
Gary Ortega;54;S;M;40000,00;2;2;Partial College;Clerical;1;2;Person;Standard
Katrina Nath;54;S;F;40000,00;2;2;Partial College;Clerical;1;2;Person;Standard
Arturo Sun;50;S;M;40000,00;3;3;Partial College;Clerical;1;2;Person;Poor
Pedro Vance;50;S;M;40000,00;3;3;Partial College;Clerical;1;2;Person;Poor
Sarah Simmons;50;S;F;40000,00;0;0;Graduate Degree;Skilled Manual;1;0;Person;Good
Brandy Chandra;49;S;F;40000,00;3;3;Partial College;Clerical;1;2;Person;Poor
Jared Peterson;49;S;M;40000,00;4;4;Partial College;Clerical;1;1;Person;Poor
Dennis Wu;94;M;M;50000,00;1;0;Graduate Degree;Skilled Manual;1;0;Person;Good
Jordan Baker;93;M;F;40000,00;1;0;Bachelors;Skilled Manual;1;1;Person;Standard
Jasmine Powell;58;S;F;60000,00;0;0;Graduate Degree;Skilled Manual;1;0;Person;Good
Nicholas Brown;58;S;M;60000,00;0;0;Graduate Degree;Skilled Manual;0;0;Person;Good
Isabella Russell;58;S;F;60000,00;0;0;Graduate Degree;Skilled Manual;1;0;Person;Good
Elizabeth Wilson;58;S;F;60000,00;0;0;Graduate Degree;Skilled Manual;1;0;Person;Good
Roger Harui;71;M;F;30000,00;1;0;Bachelors;Skilled Manual;1;1;Person;Standard
Seth Roberts;71;M;M;30000,00;1;0;Bachelors;Skilled Manual;1;1;Person;Standard
Caleb Perry;71;M;M;30000,00;1;0;Bachelors;Skilled Manual;1;1;Person;Standard
Natalie Campbell;70;S;F;20000,00;3;0;Partial High School;Manual;1;2;Person;Poor
Alyssa Howard;70;S;F;20000,00;3;0;Partial High School;Manual;0;2;Person;Poor
Dalton Diaz;70;M;M;30000,00;1;0;High School;Clerical;1;1;Person;Standard
Shannon Huang;70;M;F;30000,00;1;0;High School;Clerical;1;1;Person;Standard
Mya Gonzales;70;M;F;30000,00;1;0;High School;Clerical;1;1;Person;Standard
Katherine Bryant;70;M;F;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Edward Washington;69;M;M;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Jerome Navarro;69;M;M;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Jada Morgan;69;M;F;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Ariana Peterson;69;M;F;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Christian Hughes;69;M;M;80000,00;5;0;Graduate Degree;Skilled Manual;1;0;Person;Poor
Lucas Taylor;68;M;M;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Alyssa Jackson;68;M;F;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Ariana Cook;68;M;F;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Katherine Diaz;68;M;F;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Jenna Green;68;M;F;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Joan Washington;67;M;F;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Austin Bryant;67;M;M;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Andrew Martinez;67;M;M;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Nina Yuan;67;M;F;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Lauren Miller;67;M;F;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Ebony Gill;67;M;F;40000,00;1;0;Partial College;Clerical;1;1;Person;Standard
Cameron Lewis;66;S;M;60000,00;4;0;Graduate Degree;Skilled Manual;1;0;Person;Poor
Devin Nelson;66;M;M;60000,00;4;0;Graduate Degree;Skilled Manual;1;0;Person;Poor
Logan Chow;66;M;M;60000,00;4;0;Graduate Degree;Skilled Manual;1;0;Person;Poor
Dakota Ross;66;M;M;60000,00;4;0;Graduate Degree;Skilled Manual;1;0;Person;Poor
Nicole Taylor;65;S;F;60000,00;4;0;Graduate Degree;Skilled Manual;0;0;Person;Poor
Justin Washington;65;M;M;60000,00;4;0;Graduate Degree;Skilled Manual;1;0;Person;Poor
Alberto Navarro;65;S;M;60000,00;4;0;Graduate Degree;Skilled Manual;1;0;Person;Poor
Aidan Ross;65;S;M;60000,00;4;0;Graduate Degree;Skilled Manual;0;0;Person;Poor
Alejandro Tang;56;S;M;20000,00;1;1;Partial College;Manual;0;0;Person;Standard
Sheena Chande;56;M;F;20000,00;1;1;Partial College;Manual;1;1;Person;Standard
Joel Garcia;56;M;M;30000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Reginald Dominguez;56;M;M;30000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Christine Chande;56;M;F;30000,00;1;1;Bachelors;Clerical;1;0;Person;Standard
Cindy Sai;56;M;F;40000,00;0;0;Graduate Degree;Clerical;1;0;Person;Good
Raymond Sanchez;56;S;M;40000,00;0;0;Graduate Degree;Clerical;1;0;Person;Good
Crystal Liang;56;M;F;40000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Deb Torres;56;S;F;40000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Shannon Alvarez;57;S;M;10000,00;3;3;High School;Manual;1;1;Person;Poor
Eddie Rubio;57;S;M;20000,00;1;1;Partial College;Manual;0;1;Person;Standard
Sharon Luo;57;M;F;20000,00;1;1;Partial College;Manual;1;1;Person;Standard
Sydney Simmons;98;S;F;10000,00;4;0;High School;Manual;1;2;Person;Poor
Alexandria Henderson;98;M;F;40000,00;1;0;Bachelors;Clerical;1;0;Person;Standard
Lucas Evans;57;M;M;20000,00;1;1;Partial College;Manual;1;1;Person;Standard
Felicia Ramos;57;S;F;30000,00;1;1;Bachelors;Clerical;0;0;Person;Standard
Ivan Malhotra;57;S;M;30000,00;1;1;Bachelors;Clerical;0;0;Person;Standard
Frederick Subram;57;S;M;30000,00;1;1;Bachelors;Clerical;0;1;Person;Standard
Whitney Srini;57;S;F;30000,00;1;1;Bachelors;Clerical;0;1;Person;Standard
Briana Dominguez;58;S;F;10000,00;5;5;Partial High School;Manual;1;2;Person;Poor
Jarrod Gonzalez;58;M;M;20000,00;1;1;High School;Manual;1;1;Person;Standard
Cesar Srini;58;S;M;20000,00;1;1;High School;Manual;0;1;Person;Standard
Jorge Liang;58;S;M;20000,00;1;1;High School;Manual;0;2;Person;Poor
Erik Diaz;58;S;M;20000,00;2;2;High School;Manual;1;0;Person;Poor
April Shan;57;M;F;40000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Carla Perez;57;M;F;40000,00;0;0;Bachelors;Clerical;1;0;Person;Good
Alexia Foster;58;S;F;20000,00;2;2;High School;Manual;1;0;Person;Poor
Troy Malhotra;58;M;M;30000,00;1;1;Bachelors;Clerical;1;1;Person;Standard
Kristin Andersen;58;M;F;30000,00;1;1;Bachelors;Skilled Manual;1;2;Person;Poor
Joel Sai;58;M;M;30000,00;1;1;Bachelors;Skilled Manual;1;2;Person;Poor
Billy Moreno;58;M;M;30000,00;1;1;Bachelors;Skilled Manual;1;2;Person;Poor
Meagan Subram;59;S;F;20000,00;2;2;High School;Manual;1;1;Person;Poor
Karla Luo;59;S;F;20000,00;2;2;High School;Manual;1;1;Person;Poor
Jackson Campbell;59;S;M;20000,00;2;2;High School;Manual;1;2;Person;Poor
Micah Zhu;59;M;M;30000,00;1;1;Bachelors;Skilled Manual;1;2;Person;Poor
Janet Serrano;59;M;F;30000,00;1;1;Bachelors;Skilled Manual;1;2;Person;Poor
Trisha Huang;60;S;F;10000,00;3;2;Partial High School;Manual;1;2;Person;Poor
Clayton Beck;60;S;M;20000,00;3;3;High School;Manual;1;1;Person;Poor
Melvin Raje;91;M;M;30000,00;1;0;Bachelors;Skilled Manual;1;1;Person;Standard
Cindy Jordan;58;M;F;40000,00;0;0;Bachelors;Professional;1;0;Person;Good
Claudia Ma;61;S;F;30000,00;2;2;Partial College;Clerical;1;0;Person;Poor
Karla Xu;59;S;F;30000,00;2;2;Partial College;Clerical;1;0;Person;Poor
Devin Carter;59;M;M;40000,00;1;0;Bachelors;Skilled Manual;1;0;Person;Standard
